Index,Series,Name,Code,year10,year11,year12,year13,year14,year15,year16,year17,year18,year19
1122,Urban population,Italy,ITA,40502481.0,40641670.0,40894259.0,41548775.0,42109853.0,42247229.0,42351339.0,42462869.0,42559879.0,42249963.0
1123,Urban population,Jamaica,JAM,1510428.0,1524025.0,1538501.0,1553709.0,1569365.0,1585235.0,1601281.0,1617507.0,1633950.0,1650593.0
1124,Urban population,Japan,JPN,116302928.0,116416235.0,116331281.0,116262976.0,116208079.0,116182717.0,116145370.0,116053379.0,115920900.0,115782416.0
1125,Urban population,Jordan,JOR,6251315.0,6679867.0,7134134.0,7592552.0,8026940.0,8363638.0,8647202.0,8880356.0,9066350.0,9213051.0
1126,Urban population,Kazakhstan,KAZ,9275230.0,9421048.0,9566957.0,9718100.0,9874723.0,10032906.0,10189588.0,10342139.0,10495801.0,10652767.0
1127,Urban population,Kenya,KEN,9907053.0,10349400.0,10809164.0,11286225.0,11778223.0,12284624.0,12804902.0,13339741.0,13891412.0,14461521.0
1128,Urban population,Kiribati,KIR,48779.0,50519.0,52203.0,53865.0,55539.0,57259.0,59021.0,60800.0,62621.0,64490.0
1129,Urban population,"Korea, Rep.",KOR,40602657.0,40909592.0,41089082.0,41240244.0,41463573.0,41645542.0,41774264.0,41861498.0,42038247.0,42106719.0
1130,Urban population,Kuwait,KWT,2991884.0,3168054.0,3348852.0,3526382.0,3690939.0,3835588.0,3956862.0,4056102.0,4137314.0,4207077.0
1131,Urban population,Kyrgyz Republic,KGZ,1923436.0,1949521.0,1986238.0,2031430.0,2079480.0,2131200.0,2185215.0,2239720.0,2298401.0,2362388.0
1132,Urban population,Lao PDR,LAO,1878750.0,1946163.0,2014817.0,2084844.0,2157060.0,2231863.0,2309515.0,2389618.0,2471807.0,2555553.0
1133,Urban population,Latvia,LVA,1423002.0,1397904.0,1381242.0,1367090.0,1354815.0,1344323.0,1332897.0,1322185.0,1313215.0,1305648.0
1134,Urban population,Lebanon,LBN,4325709.0,4550937.0,4852949.0,5191037.0,5506402.0,5755684.0,5926427.0,6030303.0,6076955.0,6084990.0
1135,Urban population,Lesotho,LSO,494863.0,507160.0,517933.0,529466.0,541555.0,554039.0,566839.0,579982.0,593557.0,607508.0
1136,Urban population,Liberia,LBR,1860575.0,1936128.0,2009229.0,2081048.0,2153466.0,2228064.0,2305044.0,2383887.0,2464954.0,2548426.0
1137,Urban population,Lithuania,LTU,2067653.0,2020994.0,1997745.0,1981238.0,1967853.0,1952971.0,1932212.0,1909625.0,1896056.0,1895962.0
1138,Urban population,Luxembourg,LUX,448892.0,460842.0,473864.0,486709.0,500042.0,513663.0,526490.0,541038.0,553119.0,565584.0
1139,Urban population,Madagascar,MDG,6755411.0,7084185.0,7425118.0,7778815.0,8146535.0,8528700.0,8926125.0,9338862.0,9767217.0,10210849.0
1140,Urban population,Malawi,MWI,2260037.0,2344863.0,2434417.0,2528901.0,2627830.0,2731662.0,2839899.0,2953396.0,3072916.0,3199301.0
1141,Urban population,Malaysia,MYS,20002877.0,20516667.0,21009034.0,21491686.0,21974953.0,22464991.0,22964394.0,23467529.0,23972655.0,24475775.0
1142,Urban population,Maldives,MDV,133250.0,140208.0,148036.0,156616.0,165768.0,175274.0,185228.0,195482.0,205291.0,213646.0
1143,Urban population,Mali,MLI,5417616.0,5709215.0,6008129.0,6316415.0,6637534.0,6973939.0,7326849.0,7695987.0,8080574.0,8479685.0
1144,Urban population,Malta,MLT,389936.0,391879.0,395713.0,401597.0,409992.0,420192.0,430220.0,442474.0,458518.0,477236.0
1145,Urban population,Mauritania,MRT,1627878.0,1709105.0,1793973.0,1882255.0,1973427.0,2067216.0,2163454.0,2262231.0,2363346.0,2466822.0
1147,Urban population,Mexico,MEX,88781438.0,90370887.0,91948802.0,93515785.0,95072133.0,96615314.0,98145003.0,99655907.0,101149483.0,102626859.0
1148,Urban population,"Micronesia, Fed. Sts.",FSM,22948.0,23074.0,23330.0,23679.0,24066.0,24451.0,24827.0,25199.0,25573.0,25963.0
1149,Urban population,Moldova,MDA,1219566.0,1217974.0,1216928.0,1215716.0,1214089.0,1204392.0,1191230.0,1172513.0,1154485.0,1138637.0
1150,Urban population,Mongolia,MNG,1837756.0,1882818.0,1921642.0,1962408.0,2004068.0,2045831.0,2087401.0,2128679.0,2169853.0,2210626.0
1151,Urban population,Morocco,MAR,18764985.0,19203941.0,19659923.0,20128276.0,20602947.0,21078593.0,21553482.0,22027645.0,22501247.0,22975024.0
1152,Urban population,Mozambique,MOZ,7490098.0,7821270.0,8166394.0,8527067.0,8905236.0,9302448.0,9719881.0,10157505.0,10615024.0,11092108.0
1153,Urban population,Myanmar,MMR,14616049.0,14825520.0,15046734.0,15274180.0,15501262.0,15729411.0,15957057.0,16186648.0,16423467.0,16674094.0
1154,Urban population,Namibia,NAM,881792.0,919551.0,958964.0,999628.0,1041820.0,1085689.0,1130941.0,1177405.0,1224933.0,1273255.0
1155,Urban population,Nepal,NPL,4529575.0,4626212.0,4711768.0,4795227.0,4892046.0,5013180.0,5164239.0,5343055.0,5546094.0,5765514.0
1156,Urban population,Netherlands,NLD,14477657.0,14669707.0,14842886.0,14987369.0,15126226.0,15275237.0,15435425.0,15602670.0,15765213.0,15935776.0
1157,Urban population,New Zealand,NZL,3748563.0,3774624.0,3798063.0,3830023.0,3896881.0,3979802.0,4072982.0,4162127.0,4240881.0,4312821.0
1158,Urban population,Nicaragua,NIC,3314879.0,3371400.0,3428528.0,3486219.0,3544358.0,3602941.0,3661976.0,3722300.0,3783741.0,3846138.0
1159,Urban population,Niger,NER,2670629.0,2775331.0,2884959.0,2999175.0,3120565.0,3249670.0,3386494.0,3531990.0,3686235.0,3850231.0
1160,Urban population,Nigeria,NGA,68917193.0,72230102.0,75664344.0,79214960.0,82878565.0,86652535.0,90531026.0,94518523.0,98611151.0,102806950.0
1161,Urban population,North Macedonia,MKD,1173181.0,1175261.0,1177371.0,1180399.0,1184330.0,1188475.0,1192987.0,1197983.0,1203438.0,1208802.0
1162,Urban population,Norway,NOR,3867496.0,3935476.0,4008535.0,4078226.0,4145335.0,4207493.0,4265348.0,4320306.0,4368945.0,4418218.0
1163,Urban population,Oman,OMN,2285973.0,2476787.0,2713213.0,2969753.0,3227644.0,3471482.0,3695354.0,3898848.0,4082791.0,4250782.0
1164,Urban population,Pakistan,PAK,62793242.0,64539406.0,66312147.0,68113708.0,69956302.0,71845554.0,73783786.0,75765181.0,77815624.0,79927762.0
1165,Urban population,Panama,PAN,2372849.0,2425409.0,2478853.0,2533389.0,2589339.0,2646824.0,2705929.0,2766522.0,2828116.0,2890085.0
1166,Urban population,Papua New Guinea,PNG,951756.0,971385.0,990657.0,1010777.0,1032122.0,1054983.0,1079465.0,1105552.0,1133367.0,1162836.0
1167,Urban population,Paraguay,PRY,3702637.0,3774039.0,3846934.0,3918989.0,3990996.0,4063413.0,4136268.0,4209507.0,4283895.0,4359152.0
1168,Urban population,Peru,PER,22185856.0,22421439.0,22662395.0,22922694.0,23221643.0,23571250.0,23979739.0,24438509.0,24921877.0,25390346.0
1169,Urban population,Philippines,PHL,42597023.0,43505398.0,44437842.0,45385011.0,46329520.0,47262076.0,48177757.0,49096823.0,50026969.0,50975906.0
1170,Urban population,Poland,POL,23165018.0,23134846.0,23086831.0,23025350.0,22960228.0,22897449.0,22849639.0,22824769.0,22806875.0,22793332.0
1171,Urban population,Portugal,PRT,6403809.0,6457743.0,6494283.0,6520333.0,6546012.0,6578828.0,6617169.0,6659350.0,6706183.0,6764658.0
1172,Urban population,Qatar,QAT,1828503.0,2007401.0,2167463.0,2308190.0,2431364.0,2538640.0,2628233.0,2699605.0,2757620.0,2809075.0
1173,Urban population,Romania,ROU,10898688.0,10871606.0,10826124.0,10778604.0,10730940.0,10678041.0,10619522.0,10565369.0,10515554.0,10476962.0
1174,Urban population,Russian Federation,RUS,105261487.0,105407937.0,105669982.0,105998572.0,106354644.0,106703732.0,107050095.0,107349517.0,107539205.0,107708298.0
1175,Urban population,Rwanda,RWA,1700061.0,1743485.0,1787430.0,1832231.0,1880559.0,1933196.0,1990235.0,2051739.0,2117292.0,2186102.0
1176,Urban population,Samoa,WSM,37334.0,37226.0,37107.0,36970.0,36808.0,36600.0,36342.0,36047.0,35780.0,35587.0
1177,Urban population,Sao Tome and Principe,STP,117155.0,121902.0,126525.0,131011.0,135469.0,139954.0,144474.0,149036.0,153638.0,158271.0
1178,Urban population,Saudi Arabia,SAU,22508638.0,23264793.0,24058628.0,24865073.0,25648414.0,26382763.0,27058156.0,27679871.0,28257740.0,28807839.0
1179,Urban population,Senegal,SEN,5549604.0,5759382.0,5977690.0,6204712.0,6440435.0,6685969.0,6941397.0,7207006.0,7481973.0,7765705.0
1180,Urban population,Serbia,SRB,4009779.0,3994308.0,3985121.0,3973872.0,3963388.0,3951845.0,3939250.0,3927608.0,3916682.0,3907389.0
1181,Urban population,Seychelles,SYC,47880.0,46973.0,47790.0,49055.0,50219.0,51754.0,52859.0,53922.0,54855.0,55762.0
1182,Urban population,Sierra Leone,SLE,2492860.0,2575940.0,2661003.0,2748061.0,2837175.0,2928219.0,3021537.0,3117881.0,3217270.0,3319363.0
1183,Urban population,Singapore,SGP,5076732.0,5183688.0,5312437.0,5399162.0,5469724.0,5535002.0,5607283.0,5612253.0,5638676.0,5703569.0
1184,Urban population,Slovak Republic,SVK,2948302.0,2937801.0,2935234.0,2930811.0,2926070.0,2922832.0,2922095.0,2923642.0,2926332.0,2930459.0
1185,Urban population,Slovenia,SVN,1078743.0,1085605.0,1092516.0,1098614.0,1104335.0,1109788.0,1115536.0,1121491.0,1131123.0,1144894.0
1186,Urban population,Solomon Islands,SLB,105826.0,111055.0,116607.0,122453.0,128547.0,134861.0,141374.0,148106.0,155047.0,162164.0
1187,Urban population,South Africa,ZAF,31866173.0,32630279.0,33428280.0,34248628.0,35078456.0,35905875.0,36726640.0,37540921.0,38348227.0,39149715.0
1188,Urban population,Spain,ESP,36535850.0,36773882.0,36904876.0,36891840.0,36890017.0,36971015.0,37112875.0,37311863.0,37588424.0,37973121.0
1189,Urban population,Sri Lanka,LKA,3692904.0,3714770.0,3716533.0,3746058.0,3785336.0,3828283.0,3882481.0,3942265.0,4003749.0,4052088.0
1190,Urban population,St. Lucia,LCA,32120.0,32387.0,32593.0,32769.0,32955.0,33166.0,33410.0,33679.0,33973.0,34281.0
1191,Urban population,St. Vincent and the Grenadines,VCT,53005.0,53460.0,53951.0,54479.0,55041.0,55620.0,56236.0,56872.0,57527.0,58187.0
1192,Urban population,Sudan,SDN,11430600.0,11738567.0,12069178.0,12421901.0,12794293.0,13185765.0,13596343.0,14027565.0,14480887.0,14957232.0
1193,Urban population,Suriname,SUR,351043.0,354694.0,358349.0,361981.0,365656.0,369343.0,373049.0,376765.0,380497.0,384252.0
1194,Urban population,Sweden,SWE,7976659.0,8059895.0,8150488.0,8250182.0,8362604.0,8481489.0,8618398.0,8764881.0,8896291.0,9015406.0
1195,Urban population,Switzerland,CHE,5759681.0,5825978.0,5889928.0,5959745.0,6034707.0,6105617.0,6174416.0,6234162.0,6283319.0,6332759.0
1196,Urban population,Tajikistan,TJK,1996266.0,2041456.0,2090376.0,2143015.0,2199791.0,2260774.0,2326257.0,2396074.0,2469424.0,2545478.0
1197,Urban population,Tanzania,TZA,12467584.0,13153060.0,13877351.0,14639967.0,15439812.0,16277266.0,17152408.0,18066884.0,19020429.0,20011884.0
1198,Urban population,Thailand,THA,29469053.0,30179365.0,30828056.0,31477998.0,32127201.0,32772703.0,33415222.0,34051230.0,34678818.0,35294600.0
1199,Urban population,Timor-Leste,TLS,303254.0,312563.0,322090.0,331905.0,342118.0,352787.0,363958.0,375614.0,387721.0,400182.0
1200,Urban population,Togo,TGO,2410247.0,2508568.0,2611032.0,2716584.0,2825148.0,2936588.0,3051143.0,3168847.0,3289910.0,3414635.0
1201,Urban population,Tonga,TON,24320.0,24277.0,24076.0,23795.0,23567.0,23457.0,23487.0,23633.0,23871.0,24146.0
1202,Urban population,Trinidad and Tobago,TTO,717530.0,719346.0,721775.0,724640.0,727665.0,730647.0,733552.0,736389.0,739173.0,741942.0
1203,Urban population,Tunisia,TUN,7089135.0,7190394.0,7291132.0,7392693.0,7497749.0,7608627.0,7725792.0,7848141.0,7973629.0,8099062.0
1204,Urban population,Turkey,TUR,51225592.0,52439952.0,53729344.0,55069491.0,56436828.0,57806286.0,59179592.0,60548564.0,61872814.0,63097812.0
1205,Urban population,Turkmenistan,TKM,2466839.0,2526243.0,2590493.0,2658556.0,2728844.0,2800283.0,2872408.0,2945219.0,3018656.0,3092741.0
1206,Urban population,Uganda,UGA,6285551.0,6661208.0,7058269.0,7480857.0,7937455.0,8432534.0,8970229.0,9549002.0,10158400.0,10784514.0
1207,Urban population,Ukraine,UKR,31465493.0,31395053.0,31360012.0,31330995.0,31223300.0,31183829.0,31122532.0,31043768.0,30946609.0,30836427.0
1208,Urban population,United Arab Emirates,ARE,7189437.0,7553138.0,7747413.0,7824292.0,7866608.0,7935894.0,8047162.0,8182525.0,8332904.0,8479742.0
1209,Urban population,United Kingdom,GBR,51030310.0,51600211.0,52130345.0,52650595.0,53209683.0,53802927.0,54382825.0,54923317.0,55426598.0,55909924.0
1210,Urban population,United States,USA,249849720.0,252208133.0,254614421.0,256953576.0,259430732.0,261950744.0,264473000.0,266788716.0,268844029.0,270737596.0
1211,Urban population,Uruguay,URY,3171624.0,3187408.0,3201207.0,3214643.0,3228547.0,3242948.0,3257863.0,3273061.0,3288346.0,3303391.0
1212,Urban population,Uzbekistan,UZB,14554257.0,15007103.0,15199882.0,15408910.0,15640290.0,15884192.0,16130961.0,16372437.0,16635580.0,16935578.0
1213,Urban population,Vanuatu,VUT,57783.0,59599.0,61530.0,63546.0,65605.0,67676.0,69754.0,71840.0,73971.0,76152.0
1215,Urban population,Vietnam,VNM,26757122.0,27621226.0,28513908.0,29430158.0,30371041.0,31333195.0,32315314.0,33311724.0,34319153.0,35332141.0
1216,Urban population,Zambia,ZMB,5354636.0,5588385.0,5837266.0,6099735.0,6372742.0,6654568.0,6944320.0,7243007.0,7551639.0,7871715.0
1217,Urban population,Zimbabwe,ZWE,4215138.0,4257061.0,4306228.0,4359432.0,4416224.0,4473872.0,4531238.0,4589452.0,4650597.0,4717307.0
1218,Current health expenditure (% of GDP),Europe,EU,8.500615821388887,8.358665664722219,8.432560748333334,8.416045679166666,8.395502407777776,8.352501989166665,8.364511158611112,8.275109740833333,8.267707136388887,8.34952894972222
1219,"Population, total",Europe,EU,587486347.0,587046835.0,588061985.0,589508922.0,590937716.0,592345424.0,593665727.0,594629902.0,595517428.0,595911892.0
1220,"Population ages 15-64, total",Europe,EU,394980692.0,393285443.0,392483030.0,391847191.0,391072867.0,390202126.0,389432980.0,388312331.0,387111842.0,385689973.0
1221,"Population ages 65 and above, total",Europe,EU,100974704.0,102170431.0,103935883.0,105990395.0,108094823.0,110149911.0,112172485.0,114050415.0,115875688.0,117621591.0
1222,"Population ages 00-14, total",Europe,EU,91530948.0,91590963.0,91643066.0,91671337.0,91770024.0,91993388.0,92060260.0,92267152.0,92529896.0,92600329.0
1223,Rural population,Europe,EU,158448435.0,157082521.0,156146240.0,155351150.0,154556077.0,153694000.0,152773242.0,151731459.0,150632575.0,149348405.0
1224,Urban population,Europe,EU,429037912.0,429964314.0,431915745.0,434157772.0,436381639.0,438651424.0,440892485.0,442898443.0,444884853.0,446563487.0
1225,Current health expenditure (% of GDP),Africa,AF,5.58982470888889,5.55621063911111,5.397905106666667,5.595626775333334,5.749305618222224,5.821513368888888,5.75955478888889,5.5573581615555545,5.5635512828888904,5.4334415499999995
1226,"Population, total",Africa,AF,852975260.0,875166742.0,898046360.0,921574356.0,945699680.0,970377171.0,995595863.0,1021337081.0,1047527885.0,1074080127.0
1227,"Population ages 15-64, total",Africa,AF,467522772.0,480134044.0,493418422.0,507311607.0,521754459.0,536718013.0,551736350.0,567411614.0,583694318.0,600529888.0
1228,"Population ages 65 and above, total",Africa,AF,27142744.0,27929315.0,28707423.0,29498317.0,30330806.0,31226310.0,32342715.0,33506216.0,34714659.0,35959883.0
1229,"Population ages 00-14, total",Africa,AF,358309746.0,367103381.0,375920516.0,384764432.0,393614417.0,402432846.0,411516797.0,420419255.0,429118905.0,437590357.0
1230,Rural population,Africa,AF,526727902.0,536138387.0,545725964.0,555487502.0,565351514.0,575284164.0,585278379.0,595311101.0,605326347.0,615262613.0
1231,Urban population,Africa,AF,326247358.0,339028355.0,352320396.0,366086854.0,380348166.0,395093007.0,410317484.0,426025980.0,442201538.0,458817514.0
1232,Current health expenditure (% of GDP),Asia,AS,4.913715537906976,4.886371617906977,4.979644162093024,5.142980254651163,5.226057507906975,5.459344375581395,5.573957376279071,5.529904875581395,5.537297336976744,5.581562940697674
1233,"Population, total",Asia,AS,4210495824.0,4255219117.0,4301414663.0,4347587551.0,4393200887.0,4437694178.0,4481519935.0,4525002737.0,4565935464.0,4604508685.0
1234,"Population ages 15-64, total",Asia,AS,2845106187.0,2880646010.0,2917139883.0,2952941890.0,2986828040.0,3018006577.0,3045784542.0,3071705926.0,3095023270.0,3117175658.0
1235,"Population ages 65 and above, total",Asia,AS,291316699.0,299342500.0,307850624.0,317132117.0,327721673.0,339922522.0,354683441.0,370940439.0,387899014.0,404677551.0
1236,"Population ages 00-14, total",Asia,AS,1074072942.0,1075230608.0,1076424160.0,1077513543.0,1078651175.0,1079765075.0,1081051951.0,1082356374.0,1083013176.0,1082655474.0
1237,Rural population,Asia,AS,2301436815.0,2298535997.0,2296374666.0,2293634574.0,2289960251.0,2285291427.0,2279828667.0,2273832736.0,2266551087.0,2258176332.0
1238,Urban population,Asia,AS,1909059009.0,1956683120.0,2005039997.0,2053952977.0,2103240636.0,2152402751.0,2201691268.0,2251170001.0,2299384377.0,2346332353.0
1239,Current health expenditure (% of GDP),Oceania,OC,6.105003674444445,5.682379962222222,5.765127394444445,5.960330725555555,6.181370948888889,5.686127187777777,5.703277985555555,5.782640193333333,5.957743934444445,6.167900164444444
1240,"Population, total",Oceania,OC,35709710.0,36239613.0,36841388.0,37452552.0,38058963.0,38681277.0,39355155.0,40064000.0,40733802.0,41400020.0
1241,"Population ages 15-64, total",Oceania,OC,23278006.0,23567309.0,23912233.0,24263826.0,24605564.0,24949806.0,25310968.0,25683540.0,26026445.0,26374209.0
1242,"Population ages 65 and above, total",Oceania,OC,3844650.0,3963310.0,4106911.0,4261397.0,4416004.0,4569627.0,4740203.0,4911970.0,5077417.0,5248859.0
1243,"Population ages 00-14, total",Oceania,OC,8587054.0,8708996.0,8822242.0,8927330.0,9037396.0,9161843.0,9303984.0,9468490.0,9629940.0,9776952.0
1244,Rural population,Oceania,OC,11519689.0,11699996.0,11886131.0,12071230.0,12254484.0,12440725.0,12635059.0,12832799.0,13023209.0,13210781.0
1245,Urban population,Oceania,OC,24190021.0,24539617.0,24955257.0,25381322.0,25804479.0,26240552.0,26720096.0,27231201.0,27710593.0,28189239.0
1246,Current health expenditure (% of GDP),North_America,NA,10.678501766666665,10.440336226666666,10.519670963333333,10.499822613333334,10.567879516666666,11.111968993333335,11.566664376666665,11.545265993333333,11.40100972,11.54387156
1247,"Population, total",North_America,NA,344660176.0,347258989.0,349936698.0,352496609.0,355186101.0,357812234.0,360558805.0,363051483.0,365293218.0,367318306.0
1248,"Population ages 15-64, total",North_America,NA,231199838.0,232588440.0,233957064.0,235138543.0,236303200.0,237331924.0,238425715.0,239223858.0,239777068.0,240165165.0
1249,"Population ages 65 and above, total",North_America,NA,45079260.0,46362327.0,47823840.0,49404436.0,51090491.0,52829533.0,54649267.0,56430361.0,58201725.0,60010530.0
1250,"Population ages 00-14, total",North_America,NA,68381078.0,68308221.0,68155794.0,67953630.0,67792409.0,67650777.0,67483824.0,67397265.0,67314426.0,67142611.0
1251,Rural population,North_America,NA,66570389.0,66483689.0,66434424.0,66338753.0,66246128.0,66119017.0,65995240.0,65796781.0,65534884.0,65206927.0
1252,Urban population,North_America,NA,278089787.0,280775300.0,283502274.0,286157856.0,288939973.0,291693217.0,294563565.0,297254702.0,299758334.0,302111379.0
1253,Current health expenditure (% of GDP),South_America,SA,6.576612270769231,6.622870940384615,6.57441190576923,6.59755035576923,6.741817016153847,6.9367153469230765,6.914719307692307,6.911667475384614,7.015547770769232,7.169789186923077
1254,"Population, total",South_America,SA,555138254.0,561319846.0,567428845.0,573531733.0,579712731.0,586019236.0,592491204.0,599078175.0,605629740.0,611936448.0
1255,"Population ages 15-64, total",South_America,SA,363534906.0,369257236.0,374808762.0,380221836.0,385547072.0,390803355.0,396103526.0,401372353.0,406479864.0,411271963.0
1256,"Population ages 65 and above, total",South_America,SA,38219720.0,39505014.0,40835154.0,42243786.0,43773960.0,45454285.0,47206956.0,49093219.0,51087330.0,53146733.0
1257,"Population ages 00-14, total",South_America,SA,153383629.0,152557595.0,151784930.0,151066111.0,150391702.0,149761595.0,149180723.0,148612604.0,148062545.0,147517753.0
1258,Rural population,South_America,SA,121915102.0,121611336.0,121286615.0,120959186.0,120630750.0,120311431.0,120011087.0,119718155.0,119400966.0,119015782.0
1259,Urban population,South_America,SA,433223152.0,439708510.0,446142230.0,452572547.0,459081981.0,465707805.0,472480117.0,479360020.0,486228774.0,492920666.0
